SymmetryIndex,ratio,min_red,mean_red,mean_green,mean_blue,median_red,median_green,median_blue
0.4980392156862745,0.0164825,19,124.50289953991607,105.12211436371909,105.59176146417919,118.0,102.0,98.0
0.6413237972216783,0.01179075,7,111.74148166995315,99.25816494568483,84.50671783672229,104.0,91.0,70.0
0.7826451589705615,0.013451333333333333,4,71.99095195024037,47.837197056053924,33.5946963126332,67.0,38.0,22.0
0.8207570213185045,0.008527833333333333,0,92.5645533253855,76.86732659722087,59.92730177653566,80.0,67.0,47.0
0.6564613488939794,0.007866333333333333,0,94.59632293741261,79.68334463324717,62.76728886817238,83.0,69.0,49.0
0.6488799511987038,0.010403666666666667,3,74.82939508506617,60.47057527794688,52.16240668354106,68.0,54.0,39.0
0.4980392156862745,0.0114715,3,84.08003167269611,68.2764568713769,62.41357930523471,74.0,60.0,43.0
0.6142707111100714,0.007962833333333334,6,107.65947527052766,85.07537099441154,68.8714130230027,104.0,78.0,57.0
0.4980392156862745,0.016996833333333333,4,75.80724840901736,52.755802551455666,69.63907247428442,70.0,47.0,58.0
0.4980392156862745,0.0200545,3,59.279951714910204,40.5533088999144,49.027884431590586,49.0,33.0,42.0
0.7212118598339992,0.013184833333333333,0,73.0190085830942,57.99138530382131,59.9767662339304,46.0,33.0,41.0
0.5835913400912163,0.02632075,1,67.26484174399792,50.05345592355841,55.19816431269373,69.0,41.0,49.0
0.5345630251527143,0.024412833333333335,2,59.47885162858333,39.97087426694976,52.611186397864515,51.0,31.0,43.0
0.6391202580802497,0.024656666666666667,0,91.45933148573747,72.9335169663377,70.81611802081925,93.0,66.0,57.0
0.5328308475928872,0.017510333333333333,0,110.33575888522968,89.91863375911366,88.1391178542194,99.0,85.0,74.0
0.4980392156862745,0.0161465,5,109.28607334922945,92.61858091020758,84.73291683440168,104.0,88.0,74.0
0.679152616167079,0.017729,0,63.17977607310057,61.18455167616147,54.62972154849869,52.0,56.0,48.0
0.8675870667054555,0.015266166666666667,0,50.69719805233796,48.74256525868751,44.75581896787013,40.0,41.0,39.0
0.4980392156862745,0.006874666666666667,6,99.34523492048099,73.5363047905353,54.45639182505818,93.0,66.0,44.0
0.4980392156862745,0.0073725,7,128.65015824573302,115.84637730304058,74.54777325647112,137.0,123.0,70.0
0.4980392156862745,0.018310166666666666,5,135.72293625581418,118.43931877554364,91.79726654590802,142.0,125.0,87.0
0.5844345408707337,0.016965333333333332,6,128.26827255580005,108.82296005580007,76.27223406554542,130.0,108.0,69.0
0.7368296964362011,0.00476125,12,105.55332108164873,81.65403868031855,78.60267786820688,90.0,67.0,65.0
0.5544963587667588,0.013378,5,110.83375068520456,90.53487068321124,64.45392933672198,111.0,96.0,60.0
0.6686391151473488,0.007123375,0,84.87350331362124,68.95140997069507,67.02446756862676,74.0,57.0,52.0
0.733991552450108,0.019386833333333332,0,84.15991308534143,73.16555909938876,44.343848058390144,72.0,55.0,30.0
0.4980392156862745,0.012790333333333334,4,85.31110408902556,65.12718263792969,44.00724179719059,86.0,59.0,26.0
0.8489350988158963,0.012707,2,76.4423939560872,59.143382256499045,43.44553854830671,70.0,46.0,21.0
0.740852184697493,0.015636166666666666,3,88.10591630514726,68.73323331592356,48.52152594945479,87.0,58.0,25.0
0.5998965144770108,0.04024433333333333,0,112.94482970687385,96.30270307206811,75.13899782992223,116.0,96.0,65.0
0.8939524404067725,0.18745783333333332,1,93.76569486293361,83.5069122211484,61.49863658227139,66.0,54.0,40.0
0.8073101751758519,0.015821865720477002,3,100.18287096586808,84.79046579753201,82.13378505099458,95.0,69.0,66.0
0.7860058419395743,0.05283633333333333,4,77.69553858140547,22.564004252124484,22.72829697367342,75.0,13.0,13.0
0.7751505308808828,0.0253965,2,91.79119826222774,73.792719141089,61.99315850609336,86.0,61.0,45.0
0.897974982432205,0.025438333333333334,0,67.63741073183516,52.78134868636572,37.9847687217454,44.0,27.0,18.0
0.8432574229228199,0.0432945,5,90.54806037718417,39.04691608248931,39.15233555455466,88.0,31.0,25.0
0.641699971287274,0.019838166666666667,0,81.51463298859942,70.09355283166288,65.46795738853557,91.0,69.0,51.0
0.8170296469368885,0.0197255,1,81.16849171546137,59.108829096009394,57.07836725727274,74.0,50.0,45.0
0.4980392156862745,0.039453166666666664,3,89.4987675260541,71.18484257706395,55.7479965697726,80.0,55.0,41.0
0.4980392156862745,0.034042916666666666,2,81.0776030255927,68.28644480618827,71.70087634480986,84.0,66.0,62.0
0.8104282585296485,0.038795666666666666,1,75.54917430640879,56.114034428243706,42.42026171307792,68.0,45.0,30.0
0.6177329146736712,0.0403435,3,96.504565997827,83.50684331635414,44.77779877799398,92.0,68.0,37.0
0.4980392156862745,0.028906833333333333,0,71.71341695446867,54.98213657670332,31.641768670614216,55.0,38.0,21.0
0.8131127971201626,0.0365135,2,105.84271684901931,87.9574906084964,64.019556693643,107.0,90.0,53.0
0.9113175771093339,0.038646,3,100.59977207645466,81.1874935310252,70.2089996377374,93.0,66.0,49.0
0.5981546286975052,0.026421166666666666,0,53.36859809370013,49.71052722880014,40.645426331161254,29.0,21.0,14.0
0.5838816445498853,0.0363615,0,60.03841173585615,44.70160288583621,34.32901787146662,53.0,31.0,21.0
0.8197557879272306,0.025340666666666668,1,57.150882310383835,48.67015962484544,43.055350753729186,35.0,27.0,22.0
0.8391930902391355,0.0257145,0,79.70279900445274,64.67220342608256,56.632629450310134,75.0,53.0,40.0
0.7670845463713076,0.026654166666666666,0,68.93065812099421,56.02605127403471,50.024087853681415,52.0,38.0,30.0
0.8581209625998955,0.028225166666666666,0,81.31879203547662,66.790238912082,58.255952134915056,83.0,59.0,45.0
0.7029140451403979,0.024927166666666667,2,76.42868389909269,70.00845463115877,60.49168744943602,57.0,44.0,40.0
0.9446931058649869,0.023710833333333334,3,80.15438618071909,61.102969809861875,53.9687800934875,66.0,42.0,31.0
0.705745481069216,0.0315595,0,68.10974772519633,51.90527416467308,40.52337119831852,65.0,48.0,36.0
0.4980392156862745,0.021639,6,108.29329181878398,83.63727914105704,64.08316581172882,110.0,83.0,59.0
0.8912825492352452,0.0153065,1,71.41703143544682,54.89458726684742,52.619431831792596,70.0,47.0,41.0
0.654091935398954,0.03264966666666667,3,81.8713922551532,65.75769915976682,46.88347634993721,81.0,56.0,43.0
0.9035048337806852,0.021689,3,73.23347280495489,64.10663047320455,37.59503857562205,74.0,68.0,32.0
0.6912244919484738,0.021688333333333334,2,76.99542957042956,64.80999577345732,57.728217935910244,68.0,49.0,40.0
0.7777061796144882,0.044359166666666665,0,73.91542804005185,57.91564783678683,57.842309932182374,63.0,47.0,45.0
0.7491532440367572,0.028797333333333335,0,56.54241422816928,46.62733239188814,40.955591952958606,28.0,17.0,15.0
0.7926569872471779,0.018531333333333334,1,59.9264219160341,48.01742094470627,41.47479719034428,40.0,29.0,23.0
0.4980392156862745,0.014578666666666667,0,48.25757385220413,35.063826138650086,28.610703996707517,27.0,19.0,15.0
0.8525396759902172,0.028987666666666665,0,44.072200246081664,34.127051159688605,23.378694099789566,29.0,18.0,14.0
0.5013964654771796,0.03543516666666666,0,79.33237697014737,63.969751094722284,44.20790551758846,75.0,57.0,35.0
0.5501390184868536,0.037257,0,51.736603188662535,43.72872882948171,43.70528468923066,30.0,19.0,19.0
0.6560243820072374,0.015522,6,98.86679658978655,85.03650732293949,76.41388029893055,95.0,76.0,62.0
0.9495607398060126,0.97160075,7,111.38462287621742,124.31443535320449,70.4627649268488,110.0,128.0,61.0
0.977796339898517,0.981591875,9,131.0501484726871,116.85568094003766,118.09259262324952,134.0,120.0,119.0
0.9664216412094933,0.9728486666666667,11,118.91938875556527,114.72416230547677,88.02989480892198,118.0,119.0,82.0
0.9604522184359662,0.9697215,4,134.01666363314965,123.53497670894856,89.90149096072085,132.0,132.0,80.0
0.9382710529827523,0.967343625,1,94.48084683971531,110.18754956388946,81.02138144894823,82.0,107.0,61.0
0.9743517475924678,0.9611177916666667,0,82.30217350656855,85.79182373024257,71.88876129343667,58.0,64.0,44.0
0.9723846375654787,0.95915225,6,153.56260246135759,112.63698133777336,115.88162267773443,163.0,120.0,114.0
0.9393008948957797,0.9678296666666667,9,117.15370938205724,123.33816944028374,97.551529211924,111.0,124.0,85.0
0.9168084331989861,0.9576035416666666,3,109.33942852567945,106.98370176245083,117.28214255334008,115.0,113.0,124.0
0.9522118561674282,0.969728875,10,140.47025695713145,127.49896983662916,103.49219775475903,142.0,138.0,98.0
0.9817121015158494,0.97982125,5,105.3597660457626,101.7540339628274,93.56950855406875,101.0,104.0,77.0
0.9804178534735,0.96695875,0,111.98307843190484,99.93878927100045,107.84870412000512,114.0,104.0,113.0
0.9421154210251879,0.969167125,3,127.90482429264543,120.1528790334622,125.08249041670703,133.0,129.0,132.0
0.9331742224788386,0.96109975,17,109.19874428573448,117.25966091622297,97.5473353572301,100.0,115.0,81.0
0.9588511150442135,0.9612186666666667,6,118.89638899369412,105.14773108338859,102.51919520740338,112.0,103.0,89.0
0.9730018751016059,0.979972,2,105.2701481521921,118.17271943314027,62.83841404822451,100.0,114.0,48.0
0.9855735447279143,0.964320625,6,140.72628082940085,130.1950694130734,122.13986967076778,143.0,135.0,118.0
0.9868097498618483,0.9783885,12,134.7255293611212,129.80565269658558,100.45837977449654,134.0,135.0,99.0
0.9837821958300211,0.970676875,3,132.19621256558727,123.46808535023563,82.5156409112284,132.0,123.0,72.0
0.9800567242078105,0.975726625,7,94.53952295979077,113.9880970331555,72.64736323216215,85.0,117.0,58.0
0.9605087614415501,0.978216125,17,73.02321355620671,90.55792425216872,68.82791984405968,56.0,81.0,47.0
0.9763912608421911,0.9795604583333334,12,75.59002726180208,90.7241273732849,73.85735592039134,56.0,81.0,46.0
0.9666326414758927,0.9814125,10,72.86631534480489,89.50327083837496,73.72682209740213,59.0,86.0,67.0
0.987945491552336,0.991461875,21,116.33584813838657,116.73920004908577,75.69851681555245,114.0,119.0,73.0
0.9848615523282975,0.99126975,20,115.53452718092123,118.85996075572096,76.2478103210554,114.0,122.0,75.0
0.9862600936262713,0.9920547916666667,16,106.35713035003317,109.73022247805113,69.29234524386779,105.0,112.0,67.0
0.9879721268926891,0.97292175,27,111.21832489783137,114.34333405195913,65.50308092608681,105.0,114.0,59.0
0.9815543545814701,0.97842775,32,118.53927380773219,122.3513521650764,64.39537530151478,115.0,118.0,61.0
0.9535924589182005,0.971191125,21,132.37363448929787,127.046457771121,78.97813329482392,127.0,128.0,74.0
0.9729699147197479,0.9847623333333333,14,112.92223313950201,120.1310260309848,91.48891851908769,111.0,124.0,84.0
0.9702517444440913,0.98331575,8,101.08393408560102,97.20282239792593,92.79876991868244,96.0,96.0,82.0
0.9940819472391353,0.9858211666666666,10,108.80830312867766,102.99209931077763,91.30106546538951,109.0,107.0,89.0
0.9786392682210918,0.970682,12,119.01008260171714,103.27878839310918,86.44644002017826,115.0,107.0,83.0
0.9434685470513188,0.966689125,14,119.40900015297058,103.01323508044361,84.8951454964042,114.0,105.0,81.0
0.9434685470513188,0.966689125,2,111.46747125142223,108.4574764405258,110.71957668742093,114.0,113.0,114.0
0.9936101053883296,0.992103375,7,113.26889893572499,122.10571080021441,75.34530684197433,117.0,128.0,74.0
0.9750083206164879,0.9845662083333333,10,114.72010270682236,113.15643589907552,100.3488369603043,115.0,113.0,100.0
0.9732789672585319,0.9622077916666667,27,105.1139788889155,96.6048089837837,87.27259626483139,100.0,96.0,79.0
0.9675378544271342,0.981886125,14,99.64678163841725,97.87585907683541,92.45883961340222,89.0,91.0,77.0
0.9597954793485364,0.97788625,15,117.63802857949992,116.68246643376636,113.80605749561022,114.0,111.0,113.0
0.9382599085204878,0.967338375,21,102.7886929948375,94.99587571067535,89.07136390269503,101.0,94.0,84.0
0.971023162734329,0.978923375,20,102.64727355022382,91.36196964003098,90.06917625192064,102.0,93.0,84.0
0.9779826624484581,0.98238375,13,103.78349232161057,94.12877821421618,86.44709929631199,104.0,97.0,82.0
0.9715424960175183,0.973451875,11,97.67653297361687,87.83428927427289,80.4646176439556,98.0,91.0,75.0
0.9775486191921707,0.965844625,11,107.17128699660155,104.74205318824788,86.53411580045807,104.0,102.0,82.0
0.9921616639610987,0.987599,8,84.70874236405666,91.66052572113445,74.66092635607502,89.0,90.0,76.0
0.9868453771484496,0.9864513333333333,17,104.84729935992787,109.02567080518249,100.59729767036995,106.0,106.0,105.0
0.9824415408984895,0.9841185416666667,9,76.4710671499813,93.88376950693397,79.36181079134056,75.0,95.0,78.0
0.9903834228364568,0.98079175,20,104.9905575011209,106.40355504451718,65.94211746955118,98.0,102.0,55.0
0.9785183616246738,0.975244,18,111.15304776719125,113.06720258383201,70.96148254522286,101.0,108.0,57.0
0.9910263720936907,0.9869675416666667,19,96.91132518246864,108.90641375786548,62.13403176337148,91.0,108.0,53.0
0.9645674020453604,0.9786772083333334,9,115.7257328163146,118.22124314652095,72.74068024556786,108.0,121.0,61.0
0.9641095220619188,0.979112125,19,99.75605190093354,106.6432237438247,67.35079932750297,93.0,103.0,55.0
0.9943308456928901,0.987101625,10,101.46289230858069,103.67324501669218,66.39000387455884,92.0,100.0,56.0
0.9611808403648017,0.977555875,14,115.69675838222547,117.83918417110088,75.74603318710554,115.0,120.0,68.0
0.9739124337389572,0.969826875,17,101.74387005068989,109.86202713585693,89.95776415421223,90.0,99.0,75.0
0.964945426092669,0.9723560833333333,18,86.53623921037844,102.50061941471544,72.38766272438089,79.0,102.0,63.0
0.9573479923413513,0.97590975,24,117.99040527740057,128.6112191299793,76.96878173587943,116.0,132.0,71.0
0.9871442901952983,0.973177875,20,82.1430561533608,100.60436686184767,59.754344497402386,76.0,99.0,53.0
0.9864767462080001,0.9831475416666666,10,95.51757359579084,118.29614417402,77.84602289898757,84.0,116.0,59.0
0.9815174187283193,0.984996125,18,103.44852384571564,116.7116186624592,78.3516431346367,101.0,118.0,72.0
0.9833971219036824,0.987475875,14,69.56362203954265,89.36911133820527,65.04564162137126,57.0,84.0,50.0
0.9848559044766745,0.985917875,16,83.27323354222919,106.03840372269005,77.75426832584813,70.0,101.0,62.0
0.9830120903247509,0.9755849166666667,20,86.55887899387538,110.30680619891366,77.00568833961917,76.0,104.0,67.0
0.9701115751832534,0.97627975,19,81.68423877309074,105.02927119506474,79.91851157416714,73.0,102.0,72.0
0.9701115751832534,0.97627975,14,87.29143093974857,108.50918542217707,83.97413779195973,78.0,105.0,75.0
0.9825723358388344,0.98102775,8,95.19480340048145,110.26919481465569,82.60937271312322,89.0,107.0,75.0
0.9932174212403171,0.9894155,17,117.9411706962343,119.55781818491153,102.04624893855681,115.0,119.0,98.0
0.9565756623541714,0.962632125,16,86.52455452976564,102.14284727408199,77.02143091093426,80.0,102.0,67.0
0.9483942096442359,0.9604199583333334,11,78.50460056991562,93.69766888868364,68.27647588539718,72.0,94.0,58.0
0.9699640332257674,0.976154875,0,92.94199089053363,77.07947995957096,84.22656232359303,97.0,80.0,85.0
0.9793751084769978,0.988230625,9,111.69064803741198,115.52918210092237,78.91091333901268,107.0,115.0,68.0
0.9455113814130716,0.9675145,13,85.1568038515185,87.630958330168,80.64369272157333,77.0,86.0,74.0
0.945601432215001,0.958182875,14,84.46079917155689,85.91591253739881,82.8186920129069,76.0,84.0,76.0
0.980192410656435,0.977645375,35,112.74459646645049,101.1493957271231,70.79474625448927,98.0,88.0,54.0
0.9831935845644433,0.975282375,20,95.8672589993915,81.7316158051149,61.42276516754101,88.0,77.0,50.0
0.9699239284515927,0.97339475,20,118.95503027762717,106.17869548813572,101.45300403561865,116.0,102.0,87.0
0.9743338532966582,0.976467125,7,125.8255272802963,120.3806212369925,115.28330758361851,134.0,129.0,122.0
0.9669601928413658,0.97650475,6,139.82428179006126,133.71782655605787,130.39962516823394,163.0,156.0,154.0
0.9619189315022193,0.96348075,12,108.76670745627248,104.38299139171524,74.1978964464694,110.0,106.0,71.0
0.9826238530421527,0.9716232916666667,6,97.5609672370023,90.32013718965757,74.89379268602856,77.0,77.0,61.0
0.9636503552518016,0.979710375,10,112.69008157980703,110.82641553632624,88.03353610159193,109.0,120.0,90.0
0.9297250088242925,0.96337775,20,113.12587365132732,72.1840697569913,59.84929989819673,103.0,71.0,55.0
0.926161973206739,0.9309812083333333,15,116.38977473990367,149.41683771902126,66.20388922995178,116.0,152.0,60.0
0.975914085566235,0.96254575,7,116.84374357443963,118.39544791334161,106.7177788692122,120.0,124.0,102.0
0.9671587373847932,0.965173125,20,101.2980677257599,116.9258816477441,86.83911431260928,94.0,118.0,72.0
0.978088002118136,0.9783769583333334,6,103.38249176026946,111.33617316979094,79.20543032003641,103.0,115.0,73.0
0.8826846836594873,0.9366905,3,112.17751465576588,101.95598737434261,92.48074973359219,106.0,94.0,79.0
0.9772461982323589,0.9728993333333333,7,106.33513612062639,102.46313030673267,94.53582530635235,102.0,97.0,86.0
0.9940293076964425,0.989167,8,116.00585075624237,122.26832627857581,71.70736096634845,120.0,129.0,67.0
0.9866849523439739,0.987675875,3,103.15078626713782,117.83326505435467,63.22530105503151,101.0,123.0,54.0
0.980128884249497,0.986453125,3,118.68232064583235,118.86214676951832,77.98766865717349,113.0,128.0,65.0
0.9891682584825604,0.993599625,4,115.50738742814374,108.02440679598016,68.82498064382153,108.0,110.0,60.0
0.9896171513817432,0.986376,7,98.22270023466372,121.40255195111533,63.99024666219238,97.0,124.0,59.0
0.9777765283637974,0.96488125,8,115.97354311735252,122.3813277972462,74.58414908570356,115.0,123.0,70.0
0.973916662393303,0.983923625,6,98.72322949185546,93.89271419144279,86.93857979407024,95.0,89.0,76.0
0.9567852953765982,0.9639715,13,110.56391756222392,102.34204862384416,66.0649840270174,111.0,100.0,60.0
0.9663902683098851,0.97682225,1,120.51314440779784,122.73740582451583,78.87768608021231,118.0,127.0,67.0
0.9848666932077595,0.980622625,4,112.21971347030669,116.20716268571375,70.74761821177982,110.0,117.0,62.0
0.9584492835784304,0.95211575,14,137.50877637514137,127.55979932061832,92.28513541201967,140.0,128.0,88.0
0.9708930198885626,0.9565838333333333,19,131.00127602511924,125.09623686057834,87.39791864382683,132.0,125.0,80.0
0.9798104553750849,0.961514125,19,128.67820541204566,122.29072007479176,85.23483967712556,128.0,122.0,79.0
0.9776746141066168,0.9598655,18,124.14277078403173,119.02076211024705,81.6346250681302,124.0,118.0,75.0
0.9866579083172523,0.992278875,13,83.5831329843303,79.3561117500024,70.69143624904171,67.0,64.0,53.0
0.978215090895753,0.977526,10,106.70984399221436,116.80074332208726,62.278642673783956,104.0,117.0,57.0
0.9381472329873185,0.967269875,6,112.81206292090923,104.74983136600493,104.80762344979816,116.0,108.0,105.0
0.9543578017560175,0.97466875,2,101.90004035559089,114.98199952547981,73.08538499190965,99.0,118.0,61.0
0.9655365450881258,0.970729,7,110.90754551476262,118.22195170674136,79.12400251082778,111.0,122.0,71.0
0.9811868638307865,0.9869695,14,125.53096279402082,128.98464981271795,81.72228798188124,123.0,130.0,75.0
0.9741345845104061,0.973223,6,97.41864231870119,107.44285281139746,72.48235360754934,91.0,104.0,63.0
0.689797508538849,0.026699625,2,83.8001314000977,73.2385036618804,77.43605637407516,76.0,63.0,58.0
0.6361751952176389,0.017302416666666667,14,148.1031118003747,124.11433614764796,121.5345809111444,154.0,126.0,113.0
0.9014706606619476,0.008178208333333332,17,149.51025336641584,128.509045889228,115.63683977236253,157.0,138.0,119.0
0.4980392156862745,0.0129755,4,102.01143822331831,93.91405276611049,83.52421871989519,116.0,107.0,86.0
0.4993793338156268,0.03939170833333333,7,121.85413279655934,112.36626785882393,93.6615647751589,123.0,120.0,92.0
0.6324945216354549,0.007349916666666667,2,83.38800893434166,80.8505595301534,71.85426705518204,82.0,75.0,54.0
0.7304197326875486,0.1181235,3,56.33528961919799,34.13407754031444,26.879395293908495,24.0,18.0,14.0
0.8846556409047173,0.0686645,0,115.06090362074532,89.37359673970295,72.43051419098175,105.0,71.0,47.0
0.5694129578786818,0.07400491666666667,0,79.10444745225261,66.19780273607947,59.509994268398835,61.0,49.0,42.0
0.7728079928137483,0.022765875,2,92.2892798248841,72.56458039353491,59.03594012236882,98.0,72.0,53.0
0.7707730768141398,0.02347975,3,93.43841679177447,75.83548412284344,59.99773386286765,84.0,64.0,50.0
0.7367567891688281,0.020355916666666668,3,94.15029414052425,73.5110144061309,54.52758411763983,99.0,66.0,45.0
0.6483829711558751,0.02675120833333333,2,86.80148716023731,67.48573662560413,45.58439727800457,87.0,54.0,35.0
0.6438148877240331,0.024148125,2,88.77204061737022,70.71446885972858,81.32869701753931,92.0,69.0,80.0
0.8235424980839294,0.006230625,13,113.5008258936035,88.21972113552012,63.12108202093155,110.0,71.0,39.0
0.4980392156862745,0.007295375,2,75.54136467739264,62.234743473319284,43.95999748699233,72.0,56.0,40.0
0.6211418471365721,0.00625025,7,98.70078530192126,75.14430089463089,55.65772702425237,98.0,70.0,47.0
0.7747216681643242,0.020050375,7,89.27736596780193,65.28778763489461,56.7122331460966,82.0,52.0,46.0
0.6343579413042619,0.0070325,5,79.89334044318048,60.23562033416282,57.19134376110914,60.0,37.0,31.0
0.5065491597897599,0.01195925,6,140.45174934325593,111.76824076203218,103.18029976796204,141.0,119.0,102.0
0.4980392156862745,0.023366666666666668,0,127.06082382310984,101.6260057061341,77.42946683309557,125.0,96.0,63.0
